Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,
ANGO,"AngioDynamics, Inc.",20.61,765076753.08,n/a,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango,
ANIP,"ANI Pharmaceuticals, Inc.",51.75,613630748.25,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anip,
ANIK,Anika Therapeutics Inc.,35.82,509054389.74,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik,
ANIX,"Anixa Biosciences, Inc.",3.7,69175740.2,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/anix,
ANSS,"ANSYS, Inc.",159.27,13308604066.86,n/a,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/anss,
ATRS,"Antares Pharma, Inc.",3.32,523037013.08,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrs,
APLS,"Apellis Pharmaceuticals, Inc.",15.24,856154609.76,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apls,
APOG,"Apogee Enterprises, Inc.",37.71,1062757813.77,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog,
APEN,"Apollo Endosurgery, Inc.",3.2,70059228.8,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apen,
AINV,Apollo Investment Corporation,5.32,1125576840.08,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/ainv,
AMEH,"Apollo Medical Holdings, Inc.",17.9,600049653.3,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ameh,
APPF,"AppFolio, Inc.",57.15,1957417675.2,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf,
APPN,Appian Corporation,26.53,1689190754.51,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn,
AAPL,Apple Inc.,192.23,912207857540,n/a,1980,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl,
ARCI,"Appliance Recycling Centers of America, Inc.",0.6139,5201360.4489,n/a,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci,
APDN,Applied DNA Sciences Inc,1.12,33725503.84,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn,
APDNW,Applied DNA Sciences Inc,0.1,0,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw,
AGTC,Applied Genetic Technologies Corporation,7.15,129658049.95,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc,
AMAT,"Applied Materials, Inc.",33.49,32920352548.29,n/a,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat,
AAOI,"Applied Optoelectronics, Inc.",20.16,399141046.08,n/a,2013,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi,
AREX,Approach Resources Inc.,1.46,137979744.04,n/a,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex,
APTI,"Apptio, Inc.",37.75,1702694459.75,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/apti,
APRI,"Apricus Biosciences, Inc.",0.3288,9261417.7752,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apri,
APVO,Aptevo Therapeutics Inc.,3.24,73448872.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo,
APTX,Aptinyx Inc.,25.51,854488674.24,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx,
APTO,"Aptose Biosciences, Inc.",2,75542848,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto,
AQMS,"Aqua Metals, Inc.",2.51,97720416.87,n/a,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms,
AQB,"AquaBounty Technologies, Inc.",2.56,38653022.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aqb,
AQST,"Aquestive Therapeutics, Inc.",17.22,429221018.94,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst,
AQXP,"Aquinox Pharmaceuticals, Inc.",2.24,52723704.32,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp,
ARDM,Aradigm Corporation,1.15,17481405.3,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ardm,
PETX,"Aratana Therapeutics, Inc.",6.43,312653618.86,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx,
ARAV,"Aravive, Inc.",6.41,71676780.25,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav,
ABUS,Arbutus Biopharma Corporation,4.77,264626410.95,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus,
ARCW,"ARC Group Worldwide, Inc.",1.651,38549988.178,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw,
ABIO,"ARCA biopharma, Inc.",0.72,10025154,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio,
RKDA,"Arcadia Biosciences, Inc.",3.75,17905946.25,n/a,2015,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda,
ARCB,ArcBest Corporation,39.63,1018099376.34,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb,
ACGL,Arch Capital Group Ltd.,28.15,11392986793,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl,
ACGLO,Arch Capital Group Ltd.,22.5799,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo,
ACGLP,Arch Capital Group Ltd.,22.095,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp,
FUV,"Arcimoto, Inc.",2.9,46382176.6,n/a,2017,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv,
ARCE,Arco Platform Limited,21.08,0,n/a,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce,
ARCT,Arcturus Therapeutics Ltd.,6.87,73632660,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/arct,
ARDX,"Ardelyx, Inc.",2.79,173355338.7,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx,
ARNA,"Arena Pharmaceuticals, Inc.",33.64,1662033045.28,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna,
ARCC,Ares Capital Corporation,17.42,7426114644,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc,
ARGX,argenx SE,92.44,2054410594.4,22224260,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx,
ARDS,Aridis Pharmaceuticals Inc.,12.23,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards,
ARKR,Ark Restaurants Corp.,23.22,80577602.82,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr,
ARTX,Arotech Corporation,2.83,74955810.16,n/a,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx,
ARQL,"ArQule, Inc.",3.67,400006317.49,n/a,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql,
ARRY,Array BioPharma Inc.,14.71,3134290326.22,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry,
ARRS,ARRIS International plc,30.75,5345731997.25,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs,
DWCR,Arrow DWA Country Rotation ETF,26.65,17322500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwcr,
DWAT,Arrow DWA Tactical ETF,11.415,5707500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwat,
AROW,Arrow Financial Corporation,35.04,505853137.92,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/arow,
ARWR,"Arrowhead Pharmaceuticals, Inc.",12.47,1097648668.03,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr,
ASNS,"Arsanis, Inc.",1.24,17751108.4,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns,
ARTNA,Artesian Resources Corporation,36.68,338983795.36,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna,
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.1556,9054524.5096,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw,
ARVN,"Arvinas, Inc.",17.06,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn,
ARYA,ARYA Sciences Acquisition Corp.,n/a,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/arya,
ARYAU,ARYA Sciences Acquisition Corp.,10.3153,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryau,
ARYAW,ARYA Sciences Acquisition Corp.,n/a,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryaw,
ASNA,"Ascena Retail Group, Inc.",4.29,846772666.74,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna,
ASND,Ascendis Pharma A/S,61,2408816312,39488792,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd,
ASCMA,"Ascent Capital Group, Inc.",0.9944,12380303.8656,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma,
APWC,Asia Pacific Wire & Cable Corporation Limited,2.25,31094255.25,n/a,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc,
ASLN,ASLAN Pharmaceuticals Limited,5.32,31920000,6000000,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln,
ASML,ASML Holding N.V.,170.89,12374579473.27,72412543,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml,
ASPU,Aspen Group Inc.,5.18,94881303.72,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu,
AZPN,"Aspen Technology, Inc.",81.05,5735898530.85,n/a,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn,
ASMB,"Assembly Biosciences, Inc.",22.38,569865789.36,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb,
ASRT,"Assertio Therapeutics, Inc.",5.38,343992175.08,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt,
ASFI,"Asta Funding, Inc.",3.6,24067494,n/a,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi,
ASTE,"Astec Industries, Inc.",35.06,799281471.92,n/a,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste,
ATRO,Astronics Corporation,28.46,919734164.26,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro,
ALOT,"AstroNova, Inc.",18.8424,129228923.4264,n/a,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot,
ASTC,Astrotech Corporation,3.14,14145759.66,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc,
ASUR,Asure Software Inc,6.26,95304643.84,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/asur,
ASV,"ASV Holdings, Inc.",3.34,32844661.54,n/a,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv,
ATAI,ATA Inc.,1.05,11090271.15,10562163,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai,
ATRA,"Atara Biotherapeutics, Inc.",34.76,1586733726.16,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra,
ATHN,"athenahealth, Inc.",131.56,5342436104.72,n/a,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn,
ATNX,"Athenex, Inc.",11.66,773559006.88,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx,
ATHX,"Athersys, Inc.",1.87,265064758.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx,
AAME,Atlantic American Corporation,3.196,64717347.668,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame,
ACBI,"Atlantic Capital Bancshares, Inc.",15.98,417142766.94,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi,
AY,Atlantica Yield plc,20.28,2032406032.8,n/a,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay,
ATLC,Atlanticus Holdings Corporation,3.46,53977148.72,n/a,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc,
AAWW,Atlas Air Worldwide Holdings,54.82,1402859862.26,n/a,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww,
AFH,"Atlas Financial Holdings, Inc.",10.72,127964318.4,n/a,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh,
AFHBL,"Atlas Financial Holdings, Inc.",25.26,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl,
TEAM,Atlassian Corporation Plc,73.01,17387081440.75,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team,
ATNI,"ATN International, Inc.",83.15,1327528996.8,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni,
ATOM,Atomera Incorporated,3.52,43678008,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom,
ATOS,Atossa Genetics Inc.,1.29,7095000,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos,
ATRC,"AtriCure, Inc.",30.48,1174292779.68,n/a,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc,
ATRI,Atrion Corporation,727.46,1347805879.76,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri,
ATIS,Attis Industries Inc.,0.265,5730711.92,n/a,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atis,
ATISW,Attis Industries Inc.,0.06,0,n/a,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atisw,
ATTU,Attunity Ltd.,20.82,444233258.64,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu,
LIFE,"aTyr Pharma, Inc.",0.5515,16466113.9915,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life,
AUBN,"Auburn National Bancorporation, Inc.",37.03,134930395.39,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn,
BOLD,"Audentes Therapeutics, Inc.",23.5,1003212509,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold,
AUDC,AudioCodes Ltd.,11.17,321882293.26,n/a,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc,
AEYE,"AudioEye, Inc.",5.66,42335526.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aeye,
AUPH,Aurinia Pharmaceuticals Inc,5.22,445386931.74,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph,
EARS,Auris Medical Holding AG,0.6678,19775386.4364,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears,
JG,Aurora Mobile Limited,6.28,70175043.6,11174370,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jg,
ADSK,"Autodesk, Inc.",130.92,28621289592.36,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk,
AUTL,Autolus Therapeutics plc,39.49,713102758.94,18057806,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl,
ADP,"Automatic Data Processing, Inc.",144.72,63348647255.28,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp,
AUTO,"AutoWeb, Inc.",2.27,29394116.5,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto,
AVDL,Avadel Pharmaceuticals plc,3.5,146650805,41900230,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl,
AVCO,Avalon GloboCare Corp.,2.7674,203571665.3228,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/avco,
ATXI,"Avenue Therapeutics, Inc.",4.63,48866964.6,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi,
AVEO,"AVEO Pharmaceuticals, Inc.",1.86,233144672.28,n/a,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo,
AVNW,"Aviat Networks, Inc.",15.435,82894639.905,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw,
CDMO,"Avid Bioservices, Inc.",4.95,277207207.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo,
CDMOP,"Avid Bioservices, Inc.",25.2255,17657850,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop,
AVID,"Avid Technology, Inc.",5.61,234793360.89,n/a,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid,
AVGR,"Avinger, Inc.",0.3148,5930564.1052,n/a,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr,
CAR,"Avis Budget Group, Inc.",31.21,2413972966.98,n/a,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car,
AHPA,Avista Healthcare Public Acquisition Corp.,10.15,121810373.3,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpa,
AHPAU,Avista Healthcare Public Acquisition Corp.,10.36,0,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpau,
AHPAW,Avista Healthcare Public Acquisition Corp.,0.21,0,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ahpaw,
AVT,"Avnet, Inc.",43.36,4822767815.2,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt,
AVRO,"AVROBIO, Inc.",29.96,717147666.48,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avro,
AWRE,"Aware, Inc.",3.55,76485151.15,n/a,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre,
ACLS,"Axcelis Technologies, Inc.",16.17,524104416.99,n/a,2000,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls,
AXGN,"AxoGen, Inc.",33.28,1287033146.88,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn,
AAXN,"Axon Enterprise, Inc.",50.29,2939378786.46,n/a,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn,
AXNX,"Axonics Modulation Technologies, Inc.",15.5,0,n/a,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/axnx,
AXON          ,Axovant Sciences Ltd.,1.95,238444728.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axon,
AXSM,"Axsome Therapeutics, Inc.",2.9,86458187.2,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm,
AXTI,AXT Inc,5.45,215481124.45,n/a,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti,
AYTU,"Aytu BioScience, Inc.",1.07,9238489.14,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu,
AZRX,"AzurRx BioPharma, Inc.",2.33,39471276.46,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx,
BCOM,B Communications Ltd.,10.55,315329424.75,n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom,
RILY,"B. Riley Financial, Inc.",17.72,462970989.32,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily,
RILYG,"B. Riley Financial, Inc.",24.6399,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg,
RILYH,"B. Riley Financial, Inc.",25.4201,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyh,
RILYI,"B. Riley Financial, Inc.",24.823,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyi,
RILYL,"B. Riley Financial, Inc.",25.545,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl,
RILYZ,"B. Riley Financial, Inc.",24.9901,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz,
BOSC,B.O.S. Better Online Solutions,2.11,7498336.54,n/a,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc,
BIDU,"Baidu, Inc.",183.34,51470215242.8,280736420,2005,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu,
BCPC,Balchem Corporation,88.57,2856197831.55,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc,
BLDP,"Ballard Power Systems, Inc.",3.06,550675219.32,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp,
BANF,BancFirst Corporation,57.42,1879799595.3,n/a,1993,Finance,Major Banks,https://www.nasdaq.com/symbol/banf,
BANFP,BancFirst Corporation,26.54,26540000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp,
BCTF,"Bancorp 34, Inc.",15.15,51571584.75,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf,
